0.309174,-1.83716,2.18368
0.309033,-1.83566,2.18394
0.309307,-1.83832,2.18335
0.309601,-1.83845,2.18389
0.309213,-1.83614,2.18436
0.309061,-1.83795,2.18419
0.308765,-1.83791,2.18418
0.308282,-1.83653,2.18389
0.30805,-1.83706,2.18344
0.308364,-1.83803,2.18345
0.308465,-1.83644,2.18356
0.309157,-1.83676,2.18344
0.309937,-1.83779,2.18308
0.309913,-1.83665,2.18272
0.310117,-1.83473,2.18312
0.309967,-1.83616,2.18262
0.310124,-1.83552,2.18239
0.310562,-1.83446,2.18249
0.310774,-1.83545,2.18292
0.311036,-1.83538,2.1829
0.311491,-1.83432,2.18393
0.311548,-1.83578,2.18324
0.311936,-1.83613,2.18348
0.31221,-1.83474,2.18378
0.31204,-1.82595,2.21488
0.308653,-1.78988,2.29365
0.300433,-1.73443,2.40017
0.282719,-1.67909,2.53776
0.2586,-1.61939,2.68795
0.224386,-1.54757,2.85156
0.184369,-1.47624,3.03372
0.14678,-1.4095,3.21661
0.11326,-1.33292,3.40597
0.0865155,-1.25915,3.60824
0.0677204,-1.1963,3.78319
0.0528378,-1.15354,3.90129
0.0415092,-1.13921,3.96679
0.0370711,-1.13813,3.97582
0.041255,-1.1395,3.97543
0.0516869,-1.13804,3.9746
0.0604898,-1.13845,3.97422
0.0620832,-1.13883,3.97388
0.0570754,-1.13757,3.97431
0.0487929,-1.13883,3.97455
0.0426581,-1.13801,3.97468
0.0427749,-1.13771,3.97485
0.0478068,-1.12895,3.96923
0.0662164,-1.08194,3.94739
0.110337,-1.01202,3.91358
0.196934,-0.934474,3.86944
0.3261,-0.834987,3.8128
0.470751,-0.734052,3.75281
0.610159,-0.630843,3.68867
0.728796,-0.529237,3.62471
0.803751,-0.476859,3.58455
0.831455,-0.456394,3.56264
0.809598,-0.4499,3.55756
0.758854,-0.456132,3.55643
0.704897,-0.449537,3.55611
0.684637,-0.444301,3.55626
0.704508,-0.451843,3.55566
0.754539,-0.452092,3.55618
0.798465,-0.452845,3.55756
0.813522,-0.457545,3.5591
0.790066,-0.453519,3.5576
0.744296,-0.453351,3.55613
0.69904,-0.497996,3.56835
0.673905,-0.602877,3.59114
0.673866,-0.727113,3.62067
0.681519,-0.874194,3.65889
0.67482,-1.03731,3.70008
0.640622,-1.20166,3.74244
0.577499,-1.38366,3.7904
0.506938,-1.5679,3.83703
0.446036,-1.74588,3.8881
0.408151,-1.94318,3.94108
0.396153,-2.12188,3.99182
0.391816,-2.24795,4.02905
0.383139,-2.31497,4.05174
0.369189,-2.33301,4.05806
0.356176,-2.32419,4.05844
0.353896,-2.32879,4.05784
0.362131,-2.32826,4.05723
0.376549,-2.32414,4.05718
0.386518,-2.32983,4.0574
0.385949,-2.32408,4.05691
0.376084,-2.32808,4.05678
0.364304,-2.32751,4.05681
0.357489,-2.32549,4.05696
0.359837,-2.31501,4.02951
0.376584,-2.26562,3.96249
0.418833,-2.20627,3.86184
0.485526,-2.14039,3.74534
0.566801,-2.0566,3.60851
0.652864,-1.97703,3.4534
0.722612,-1.91452,3.3322
0.765825,-1.87875,3.25439
0.77425,-1.87247,3.21786
0.747292,-1.87443,3.21483
0.70044,-1.87589,3.21324
0.653285,-1.8747,3.21291
0.632381,-1.87623,3.21342
0.645677,-1.87551,3.21344
0.684422,-1.87406,3.21398
0.728038,-1.87439,3.21483
0.756297,-1.874,3.21578
0.756448,-1.87276,3.21613
0.728176,-1.86211,3.21992
0.67815,-1.7903,3.22969
0.619151,-1.67696,3.2441
0.560298,-1.5635,3.26407
0.500182,-1.41608,3.28774
0.445267,-1.25717,3.31077
0.389586,-1.10837,3.33808
0.325687,-0.935658,3.36632
0.258416,-0.775218,3.39313
0.186734,-0.683796,3.41182
0.13241,-0.646402,3.42268
0.108868,-0.632891,3.42506
0.127545,-0.646503,3.42399
0.176836,-0.64245,3.42128
0.231648,-0.632817,3.42117
0.266985,-0.642736,3.42167
0.261918,-0.638653,3.42192
0.223325,-0.634939,3.42173
0.168252,-0.645688,3.42221
0.127367,-0.640149,3.42374
0.119721,-0.636845,3.4256
0.151362,-0.659922,3.47417
0.205372,-0.693548,3.56452
0.256549,-0.738724,3.696
0.276733,-0.793976,3.84566
0.253898,-0.868318,4.06024
0.216303,-0.935523,4.2561
0.199008,-0.999088,4.45392
0.219595,-1.06251,4.65982
0.279762,-1.13027,4.87641
0.32788,-1.17767,5.0441
0.332064,-1.2053,5.15049
0.289918,-1.2172,5.20004
0.250975,-1.21439,5.20179
0.256161,-1.2155,5.20142
0.298242,-1.21384,5.19943
0.325511,-1.21507,5.20011
0.309649,-1.21379,5.19818
0.270557,-1.21663,5.19998
0.253835,-1.21486,5.20128
0.279948,-1.21654,5.20071
0.313925,-1.21408,5.19929
0.319602,-1.20533,5.17093
0.287984,-1.17643,5.10089
0.2529,-1.14351,5.00678
0.238351,-1.09779,4.89192
0.24943,-1.05014,4.75453
0.26642,-0.998246,4.61009
0.268038,-0.945065,4.4498
0.246391,-0.895321,4.29022
0.214015,-0.840547,4.1257
0.18582,-0.788419,3.95027
0.175151,-0.735766,3.77892
0.180423,-0.685313,3.61675
0.195976,-0.652934,3.50018
0.208369,-0.638048,3.43698
0.211207,-0.634493,3.42179
0.203424,-0.640151,3.42233
0.190271,-0.637068,3.42248
0.177257,-0.636288,3.42301
0.172949,-0.639238,3.4228
0.177517,-0.636669,3.42306
0.190398,-0.637174,3.42285
0.201034,-0.638773,3.42324
0.20669,-0.635573,3.42266
0.203974,-0.645427,3.42193
0.199536,-0.712803,3.41667
0.202354,-0.838965,3.40693
0.223968,-0.980202,3.396
0.265748,-1.13756,3.38096
0.327093,-1.32976,3.36337
0.39159,-1.50691,3.34498
0.449888,-1.69411,3.32674
0.493438,-1.84377,3.31341
0.510452,-1.8956,3.30349
0.505031,-1.91549,3.30163
0.479245,-1.91564,3.30112
0.4474,-1.90582,3.30206
0.424294,-1.917,3.30127
0.419392,-1.9143,3.30076
0.433928,-1.90787,3.30099
0.463863,-1.91708,3.3009
0.489721,-1.91129,3.30132
0.502604,-1.90783,3.30192
0.496683,-1.91534,3.30137
0.474306,-1.90111,3.32707
0.444971,-1.86679,3.40516
0.420111,-1.8185,3.52343
0.407892,-1.75916,3.66495
0.406586,-1.6955,3.82733
0.409454,-1.62456,4.01316
0.403352,-1.55119,4.20385
0.382612,-1.47881,4.40431
0.342572,-1.40027,4.62077
0.303158,-1.32795,4.8368
0.279675,-1.26636,5.02064
0.277419,-1.23273,5.13857
0.289226,-1.21637,5.19473
0.298451,-1.21939,5.2001
0.293722,-1.21827,5.19858
0.281967,-1.2196,5.20063
0.276711,-1.21793,5.19987
0.283152,-1.21959,5.19998
0.292901,-1.21825,5.19806
0.293408,-1.21886,5.19947
0.283989,-1.21818,5.20007
0.277953,-1.21921,5.19975
