3.37107,0.957776,2.61276,2.21452,9.15613
3.40195,0.300059,3.44497,3.42825,10.5752
2.23102,0.737699,2.21918,2.63136,7.81926
1.7652,1.37328,1.72952,3.02977,7.89777
3.30388,0.555185,3.06134,5.25932,12.1797
1.05827,4.77562,0.783279,2.56116,9.17833
1.24552,1.73921,1.43503,5.58635,10.0061
1.11995,4.98298,0.383772,3.5175,10.0042
1.49885,1.09625,3.52558,5.85882,11.9795
1.13835,3.33376,1.51216,4.70171,10.686
1.24587,3.60934,0.8675,1.9516,7.67432
1.39226,2.94455,1.57319,4.14937,10.0594
1.57679,2.13558,3.07124,1.70825,8.49187
1.03873,1.67512,2.39722,7.93566,13.0467
1.02745,8.83597,0.90556,2.72582,13.4948
2018.98,1291,58.7901,37.7886,3406.55
1.62219,1.19463,2.53701,2.77999,8.13382
1.45993,1.67365,1.7702,4.50859,9.41237
1.64592,1.33973,3.68977,5.85106,12.5265
0.937542,4.28705,0.13339,3.87579,9.23377
1.26956,2.23887,3.31834,4.54629,11.3731
1.62898,1.37164,2.11592,4.16843,9.28497
2.22348,1.39673,3.3151,1.49419,8.42951
1.87452,0.980398,1.11213,5.47504,9.44209
2.53619,2.30069,2.97854,1.83069,9.64612
1.76239,1.97371,3.55687,3.83569,11.1287
1.45899,2.03384,1.37949,2.40244,7.27475
1.69191,2.33367,1.65259,3.7952,9.47337
2.67935,1.94185,1.41534,1.86362,7.90016
1882.32,500.926,590.461,95.5143,3069.22
1.11121,3.10242,0.527562,6.32035,11.0615
1.11392,2.88268,0.559526,4.07711,8.63324
1.17709,1.66974,1.40843,5.15679,9.41205
1.70833,0.946084,1.74922,4.94623,9.34986
3.97926,2.50084,1.23799,1.88747,9.60557
1.01767,1.80772,0.347597,5.85093,9.02391
3.76332,0.474808,3.55947,3.44754,11.2451
1.75175,6.11022,2.50555,1.63689,12.0044
1.87636,1.09932,1.73085,2.20397,6.9105
3.25632,1.71454,1.46402,3.67765,10.1125
1.24196,4.99279,0.374286,3.42078,10.0298
1.3596,0.964303,2.81436,5.92448,11.0628
4.77352,3.77849,1.10483,2.90916,12.566
1.30022,2.00632,1.69241,6.17415,11.1731
1.40239,3.19281,1.6324,2.20798,8.43559
1.73752,1.17412,2.11764,5.02602,10.0553
1.83927,1.35929,2.37804,3.84853,9.42513
0.70944,2.84212,0.685942,4.52767,8.76517
1.66427,2.92079,2.99544,0.721855,8.30236
1.74817,2.32223,2.66618,0.812877,7.54945
1.089,1.93257,1.97324,3.47767,8.47248
0.416939,4.01544,3.15556,3.16136,10.7493
0.912159,3.97716,1.42528,3.9995,10.3141
2.18608,2.63954,2.38121,2.03945,9.24629
0.986509,3.17263,0.253444,4.36464,8.77722
0.611085,4.2034,0.58785,3.23442,8.63676
1.48535,2.21512,1.47448,2.92065,8.09561
2.24498,2.29731,2.58266,1.1303,8.25524
0.592053,2.85014,1.79188,4.44449,9.67857
1.19215,2.47853,2.6437,6.46138,12.7758
5.24598,4.64066,2.6211,1.39659,13.9043
3.23066,3.33625,1.45834,2.04921,10.0745
2.11208,1.29589,1.04942,2.5126,6.96999
0.867098,1.96693,1.16009,6.42047,10.4146
55.9528,8.3414,25.6804,4.44016,94.4148
2.86214,4.64867,1.81649,1.22481,10.5521
2.14509,2.14724,1.2279,1.98689,7.50712
