659.57,47.7513,161.255,121.535,990.111,0.026806,7.64678e-05,0.000440147,0.000235609,0.0275582
270.555,128.463,130.653,79.2266,608.897,0.00292827,6.05258e-05,0.000179557,0.000150134,0.00331848
142.265,46.7541,63.4725,49.1326,301.625,0.00635705,7.49081e-05,0.000203888,0.000211584,0.00684743
41.8188,92.5125,63.9523,72.0138,270.297,0.00266905,8.92611e-05,0.000200511,0.000136512,0.00309533
139.36,138.374,167.286,75.0173,520.038,0.00128651,9.98941e-05,0.000226541,6.62745e-05,0.00167922
162.826,109.582,61.0314,105.216,438.656,0.0114179,0.000108149,0.00027491,0.000242986,0.012044
247.831,126.789,123.8,113.969,612.388,0.0160163,0.00013957,0.000323318,0.000133604,0.0166128
69.1627,29.2098,199.924,44.6,342.896,0.00391331,5.80326e-05,0.000128439,0.000227286,0.00432707
565.561,144.744,256.489,114.428,1081.22,0.0262837,0.000255502,0.000415115,5.90537e-05,0.0270134
40.1128,83.8133,15.266,99.9894,239.182,0.00812569,9.12711e-05,0.000284418,0.000184288,0.00868566
