-2.13747,-8.46966,8.47185,3.58766e-18,66.4946
-2.13747,-8.45966,8.47185,3.60318e-19,69.6921
-2.13747,-8.44966,8.47185,1.00479e-18,71.3836
-2.13747,-8.43966,8.47185,7.97063e-19,75.6415
-2.13747,-8.42966,8.47185,1.82969e-18,78.7281
-2.13747,-8.41966,8.47185,3.89716e-18,82.9499
-2.13747,-8.40966,8.47185,2.96083e-17,88.5137
-2.13747,-8.39966,8.47185,2.69885e-17,90.9111
-2.13747,-8.38966,8.47185,5.22023e-17,96.2827
-2.13747,-8.37966,8.47185,1.30947e-16,99.807
-2.13747,-8.36966,8.47185,1.94955e-16,105.626
-2.13747,-8.35966,8.47185,3.88802e-16,111.194
-2.13747,-8.34966,8.47185,8.48182e-16,117.189
-2.13747,-8.33966,8.47185,1.08778e-19,122.233
-2.13747,-8.32966,8.47185,1.14084e-19,129.577
-2.13747,-8.31966,8.47185,1.17853e-19,133.353
-2.13747,-8.30966,8.47185,1.1263e-19,143.545
-2.13747,-8.29966,8.47185,9.77302e-20,150.819
-2.13747,-8.28966,8.47185,1.13391e-19,158.563
-2.13747,-8.27966,8.47185,1.05915e-19,166.493
-2.13747,-8.26966,8.47185,1.16186e-19,175.999
-2.13747,-8.25966,8.47185,1.35674e-19,187.254
-2.13747,-8.24966,8.47185,1.38121e-19,197.683
-2.13747,-8.23966,8.47185,1.39477e-19,205.654
-2.13747,-8.22966,8.47185,1.4987e-19,216.843
-2.13747,-8.21966,8.47185,9.95694e-19,229.172
-2.13747,-8.20966,8.47185,1.49017e-19,238.858
-2.13747,-8.19966,8.47185,1.04122e-19,251.299
-2.13747,-8.18966,8.47185,1.25053e-19,265.868
-2.13747,-8.17966,8.47185,1.23389e-19,276.881
-2.12747,-8.46966,8.47185,1.02477e-19,59.7376
-2.12747,-8.45966,8.47185,1.42752e-19,61.6244
-2.12747,-8.44966,8.47185,1.37248e-19,64.7262
-2.12747,-8.43966,8.47185,1.72264e-19,67.9932
-2.12747,-8.42966,8.47185,2.89923e-19,69.9191
-2.12747,-8.41966,8.47185,4.37201e-19,72.9309
-2.12747,-8.40966,8.47185,5.69493e-19,76.5415
-2.12747,-8.39966,8.47185,2.01087e-18,79.8368
-2.12747,-8.38966,8.47185,1.32227e-12,83.3441
-2.12747,-8.37966,8.47185,1.55657e-17,86.6634
-2.12747,-8.36966,8.47185,1.49505e-17,91.9438
-2.12747,-8.35966,8.47185,1.46619e-16,97.5083
-2.12747,-8.34966,8.47185,8.5859e-17,102.314
-2.12747,-8.33966,8.47185,1.95924e-16,108.374
-2.12747,-8.32966,8.47185,6.2869e-16,114.239
-2.12747,-8.31966,8.47185,7.37797e-16,118.214
-2.12747,-8.30966,8.47185,1.17589e-19,125.518
-2.12747,-8.29966,8.47185,1.31871e-19,131.852
-2.12747,-8.28966,8.47185,1.19986e-19,140.247
-2.12747,-8.27966,8.47185,1.10743e-19,146.471
-2.12747,-8.26966,8.47185,1.21637e-19,154.324
-2.12747,-8.25966,8.47185,1.11121e-19,161.825
-2.12747,-8.24966,8.47185,1.29345e-19,173.32
-2.12747,-8.23966,8.47185,1.08375e-19,181.576
-2.12747,-8.22966,8.47185,1.31247e-19,189.346
-2.12747,-8.21966,8.47185,1.30934e-19,199.86
-2.12747,-8.20966,8.47185,3.71126e-19,211.573
-2.12747,-8.19966,8.47185,2.52018e-19,223.374
-2.12747,-8.18966,8.47185,2.36857e-19,231.458
-2.12747,-8.17966,8.47185,2.21351e-19,245.81
-2.11747,-8.46966,8.47185,1.22146e-19,52.2606
-2.11747,-8.45966,8.47185,1.00408e-19,54.5395
-2.11747,-8.44966,8.47185,1.05791e-19,56.8445
-2.11747,-8.43966,8.47185,1.23694e-19,59.8885
-2.11747,-8.42966,8.47185,1.25386e-19,61.6258
-2.11747,-8.41966,8.47185,1.29472e-19,65.3134
-2.11747,-8.40966,8.47185,1.4742e-19,68.1118
-2.11747,-8.39966,8.47185,7.89508e-19,71.7772
-2.11747,-8.38966,8.47185,3.41341e-19,73.9759
-2.11747,-8.37966,8.47185,1.60946e-18,76.5599
-2.11747,-8.36966,8.47185,1.2996e-18,80.9295
-2.11747,-8.35966,8.47185,1.07201e-15,86.3357
-2.11747,-8.34966,8.47185,8.01233e-18,90.4566
-2.11747,-8.33966,8.47185,1.44766e-17,94.8889
-2.11747,-8.32966,8.47185,3.47543e-17,98.7391
-2.11747,-8.31966,8.47185,7.28743e-17,104.579
-2.11747,-8.30966,8.47185,1.28839e-15,109.431
-2.11747,-8.29966,8.47185,2.48921e-16,115.41
-2.11747,-8.28966,8.47185,5.69487e-16,123.089
-2.11747,-8.27966,8.47185,9.33469e-20,129.319
-2.11747,-8.26966,8.47185,1.00042e-19,134.595
-2.11747,-8.25966,8.47185,1.17636e-19,142.781
-2.11747,-8.24966,8.47185,1.25422e-19,151.878
-2.11747,-8.23966,8.47185,1.22949e-19,157.506
-2.11747,-8.22966,8.47185,1.31916e-19,165.476
-2.11747,-8.21966,8.47185,1.10501e-19,175.373
-2.11747,-8.20966,8.47185,1.30361e-19,185.228
-2.11747,-8.19966,8.47185,1.06525e-19,195.919
-2.11747,-8.18966,8.47185,1.59163e-19,206.173
-2.11747,-8.17966,8.47185,5.17004e-19,216.94
