211.914,378.561,280.269,182.495,1053.24,199.766,369.32,282.593,169.115,1020.79
163.742,316.588,146.218,175.6,802.148,149.565,305.839,142.354,164.058,761.817
183.059,351.11,103.58,96.2487,733.998,169.911,340.4,98.5488,69.6993,678.56
256.262,252.581,126.755,127.711,763.309,245.719,241.207,124.584,111.715,723.225
271.026,300.283,259.515,129.025,959.85,261.438,290.109,259.4,112.441,923.388
204.522,226.745,158.516,212.872,802.655,193.741,213.615,155.906,200.633,763.894
209.474,324.984,213.883,77.0368,825.378,198.031,315.249,213.2,46.227,772.707
189.804,266.958,199.959,96.08,752.802,178.365,255.619,200.076,78.9136,712.973
308.061,323.498,273.352,115.989,1020.9,298.385,313.794,274.336,98.8963,985.411
227.482,317.642,207.247,158.562,910.933,216.151,307.523,207.417,143.788,874.879
202.199,325.927,190.914,137.299,856.339,190.359,316.03,189.916,120.513,816.818
127.197,314.084,113.218,119.063,673.563,112.581,303.605,113.4,102.976,632.562
283.915,283.832,228.232,128.537,924.516,273.979,271.955,227.076,107.653,880.663
164.245,367.914,245.192,167.455,944.806,152.063,357.238,243.522,154.155,906.977
281.654,397.909,216.208,102.704,998.475,271.049,388.097,216.04,78.6607,953.847
216.876,270.772,306.946,232.186,1026.78,207.095,259.437,307.847,220.814,995.193
290.148,420.446,189.951,76.5634,977.109,280.374,410.789,190.493,49.8307,931.486
34715.1,82325.8,28935.9,101864,247841,34192.6,81697.7,7019.43,101249,224159
179.295,391.143,156.531,68.3007,795.27,166.023,381.58,155.437,41.2232,744.263
231.557,404.721,256.148,96.7559,989.181,221.999,396.044,256.39,71.7859,946.219
173.317,382.499,155.368,128.12,839.304,159.67,372.423,157.038,108.432,797.564
378.807,354.283,265.066,45.2853,1043.44,369.984,344.337,266.816,8.13392,989.27
202.239,340.874,211.729,202.546,957.387,189.568,330.5,211.968,189.576,921.612
199.897,366.777,156.46,108.131,831.265,187.738,356.498,154.5,87.6603,786.397
187.018,329.806,120.071,133.336,770.231,174.028,319.725,116.678,117.258,727.689
213.126,265.802,172.661,120.693,772.283,201.25,255.302,172.258,107.387,736.197
277.183,412.085,169.994,185.348,1044.61,266.146,401.593,168.065,172.397,1008.2
239.097,291.399,192.106,150.135,872.737,229.312,278.559,190.656,137.002,835.53
160.968,369.166,220.529,129.178,879.842,149.712,359.067,220.108,112.702,841.589
253.004,240.243,234.078,161.694,889.018,242.276,227.341,235.235,148.729,853.58
252.692,351.739,201.002,135.84,941.274,242.096,342.5,199.526,116.666,900.788
271.717,332.01,154.607,165.912,924.247,262.432,320.827,154.571,149.762,887.591
126.588,278.414,176.662,116.001,697.665,110.162,268.617,174.675,94.8848,648.339
176.249,331.213,129.419,211.95,848.832,164.44,320.971,126.728,198.615,810.754
317.929,315.878,273.48,198.837,1106.12,309.585,306.075,272.654,185.683,1074
224.512,288.387,151.545,119.456,783.9,214.341,277.131,150.385,103.331,745.188
217.88,295.356,186.706,186.501,886.443,206.013,286.523,186.061,172.494,851.092
266.683,296.209,135.278,95.2757,793.446,257.749,286.121,132.614,80.0725,756.556
215.151,214.13,159.406,112.586,701.273,203.585,202.694,158.984,95.978,661.24
254.692,297.968,244.166,57.4972,854.322,243.262,286.22,245.21,35.2319,809.924
277.705,376.086,106.205,126.439,886.435,270.185,366.196,104.776,108.03,849.186
171.814,377.664,200.461,125.584,875.522,156.411,368.699,199.884,104.685,829.679
222.066,405.806,252.54,95.5946,976.006,211.284,396.281,252.234,75.5364,935.336
151.918,310.399,132.76,111.98,707.056,138.109,299.084,128.833,95.4963,661.522
302.678,390.669,157.359,185.962,1036.67,291.854,381.028,154.585,171.416,998.884
249.416,268.955,260.776,125.143,904.29,239.458,258.148,261.152,109.178,867.935
151.901,318.581,293.555,163.363,927.4,139.143,308.146,296.254,149.602,893.145
199.146,269.728,44.9591,86.5637,600.397,188.071,258.242,18.0747,64.4907,528.878
3613.31,6382.23,4182.95,2790.67,16969.2,13324.1,837.018,14357.7,927.219,29446
262.089,392.151,168.953,190.278,1013.47,251.911,381.572,168.195,179.109,980.788
